FileName,Sentences,Label,text,AugmentedText,VAD,VAD_normalized
Ses01F_impro03_F006.wav,"Uhuh, uhuh. He won big and he-and he realized that the only thing that would make it better was me as his bride.",hap,UHUH UHUH HE WON BIG AND HE AND HE REALIZED THAT THE ONLY THING THAT WOULD MAKE IT BETTER WAS  ME AS HIS BRIDE .,He won big and he realized that the only thing that would do it better was me as his bride.,"[4.0, 3.3333, 2.6667]","[0.8, 0.66666, 0.53334]"
Ses01F_impro03_F008.wav,"Yeah. Well. You know, because he's leaving the next day.",hap,YEAH . WELL . YOU KNOW BECAUSE HE'S LEAVING THE NEXT DAY .,"Yeah, you know, because he's leaving the next day.","[4.0, 3.3333, 2.3333]","[0.8, 0.66666, 0.46665999999999996]"
Ses01F_impro03_F009.wav,But we're going to have a honeymoon cruise.,hap,BUT WE'RE GOING TO HAVE A HONEYMOON CRUISE .,But we're going on a honeymoon cruise.,"[4.0, 2.6667, 2.3333]","[0.8, 0.53334, 0.46665999999999996]"
Ses01F_impro03_F010.wav,Oh. I hadn't even thought about that.,hap,OH . I HADN'T EVEN THOUGHT ABOUT THAT .,I hadn't even thought about that.,"[4.0, 3.3333, 3.0]","[0.8, 0.66666, 0.6]"
Ses01F_impro03_F012.wav,Oh. Totally.,hap,OH TOTALLY .,Totally.,"[4.0, 3.6667, 2.6667]","[0.8, 0.73334, 0.53334]"
Ses01F_impro03_F013.wav,I guess I'll- I guess I'll have an internet husband.[LAUGHTER],hap,I GUESS I'LL I GUESS I'LL HAVE AN INTERNET HUSBAND  {LG} .,I guess I'll take an Internet man.,"[5.0, 4.0, 3.3333]","[1.0, 0.8, 0.66666]"
Ses01F_impro03_F015.wav,"Yeah, so [LAUGHTER] He's calling me now",hap,YEAH . SO . {LG} . HE'S CALLING ME NOW .,"Yeah, so he's calling me now.","[4.6667, 3.6667, 3.0]","[0.93334, 0.73334, 0.6]"
Ses01F_impro03_F016.wav,"He likes to keep tabs, you know.",hap,HE LIKES TO KEEP TABS . YOU KNOW .,"He likes to check, you know.","[4.0, 3.0, 2.3333]","[0.8, 0.6, 0.46665999999999996]"
Ses01F_impro03_F017.wav,"Uh, I think seven hundred and fifty dollars.",neu,UH . I  THINK SEVEN HUNDRED AND FIFTY DOLLARS .,I think seven hundred fifty dollars.,"[3.6667, 2.6667, 2.3333]","[0.73334, 0.53334, 0.46665999999999996]"
Ses01F_impro03_F018.wav,Penny slots. That's what he plays.,neu,PENNY SLOTS  THAT'S WHAT HE PLAYS .,"Penny Slots, that's what he's playing.","[3.6667, 3.0, 2.0]","[0.73334, 0.6, 0.4]"
Ses01F_impro03_F019.wav,Yeah.,neu,YEAH .,"Yes, I am.","[3.6667, 2.3333, 2.0]","[0.73334, 0.46665999999999996, 0.4]"
Ses01F_impro03_F021.wav,Yeah. We played Wheel of Fortune pennies. It's like a giant thing with like-,hap,YEAH . WE PLAYED WHEEL OF FORTUNE PENNIES . IT'S LIKE A GIANT THING WITH LIKE .,"Yeah, we played Wheel of Fortune Pennies.","[3.3333, 3.6667, 2.6667]","[0.66666, 0.73334, 0.53334]"
Ses01F_impro03_F022.wav,Fifty bucks. Mmhmm.,neu,FIFTY BUCKS MMHMM .,Fifty bucks.,"[3.3333, 2.6667, 2.0]","[0.66666, 0.53334, 0.4]"
Ses01F_impro03_F023.wav,Yeah.,neu,YEAH .,"Yeah, I was wrong.","[3.0, 2.3333, 2.0]","[0.6, 0.46665999999999996, 0.4]"
Ses01F_impro03_F024.wav,Well so now we're married. We have cat children.,hap,WELL SO NOW WE'RE MARRIED  WE  HAVE CAT CHILDREN .,"Well, now we're married, we have cat kids.","[4.3333, 3.0, 2.6667]","[0.8666600000000001, 0.6, 0.53334]"
Ses01F_impro03_F025.wav,"We renamed Brenda, Lumber Janet.",hap,WE RENAMED BRENDA  LUMBER JANET .,"We renamed Brenda, Lumber Janet.","[4.3333, 3.3333, 3.3333]","[0.8666600000000001, 0.66666, 0.66666]"
Ses01F_impro03_F026.wav,She needs a new name each state that we go into. [LAUGHTER],hap,SHE NEEDS A NEW NAME EACH STATE THAT WE GO INTO  {LG} .,She needs a new name in every state we go into.,"[4.6667, 4.0, 3.0]","[0.93334, 0.8, 0.6]"
Ses01F_impro03_M000.wav,So what's up? What's new?,neu,SO WHAT'S UP WHAT'S NEW .,What's new?,"[4.0, 3.0, 2.6667]","[0.8, 0.6, 0.53334]"
Ses01F_impro03_M001.wav,Yeah. I heard.,neu,YEAH I HEARD .,"Yeah, I heard.","[4.3333, 2.6667, 2.3333]","[0.8666600000000001, 0.53334, 0.46665999999999996]"
Ses01F_impro03_M003.wav,Who did you marry?,hap,WHO DID YOU  MARRY .,Who did you marry?,"[5.0, 4.6667, 3.0]","[1.0, 0.93334, 0.6]"
Ses01F_impro03_M006.wav,He turned to you and was like...,neu,HE TURNED TO YOU AND WAS LIKE .,He turned to you and was like...,"[4.0, 2.6667, 2.3333]","[0.8, 0.53334, 0.46665999999999996]"
Ses01F_impro03_M007.wav,[LAUGHTER] That's really romantic.,hap,{LG} THAT'S REALLY ROMANTIC .,That's really romantic.,"[4.0, 3.0, 2.3333]","[0.8, 0.6, 0.46665999999999996]"
Ses01F_impro03_M008.wav,Yeah.,neu,YEAH .,"Yes, that's right.","[4.0, 2.6667, 2.0]","[0.8, 0.53334, 0.4]"
Ses01F_impro03_M009.wav,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",neu,DOES THAT MEAN THAT YOU'RE GOING TO GET CITIZENSHIP TOO IN . IN ENGLAND OR  WHATEVER .,Does that mean you'll also get citizenship in England?,"[3.6667, 2.3333, 2.3333]","[0.73334, 0.46665999999999996, 0.46665999999999996]"
Ses01F_impro03_M011.wav,Yeah. But he'll have like a long visa. Can you go visit then for a long time?,neu,YEAH BUT HE'LL HAVE LIKE A LONG VISA . CAN YOU GO VISIT THEN FOR A LONG TIME .,"Yeah, but he'll have a long visa.","[3.6667, 3.6667, 2.6667]","[0.73334, 0.73334, 0.53334]"
Ses01F_impro03_M013.wav,Like you need another one of those.[LAUGHTER],hap,LIKE YOU NEED ANOTHER ONE OF THOSE {LG} .,Like you need another one of them.,"[4.6667, 4.0, 3.0]","[0.93334, 0.8, 0.6]"
Ses01F_impro03_M014.wav,Is that your phone?,hap,IS . THAT . YOUR PHONE .,Is that your phone?,"[4.3333, 3.6667, 2.6667]","[0.8666600000000001, 0.73334, 0.53334]"
Ses01F_impro03_M015.wav,He loves you.,hap,HE LOVES YOU .,He loves you.,"[4.0, 3.0, 2.6667]","[0.8, 0.6, 0.53334]"
Ses01F_impro03_M016.wav,How much did he win at the slot?,neu,HOW MUCH DID HE WIN AT THE SLOT .,How much did he win at the slot?,"[3.6667, 2.6667, 2.6667]","[0.73334, 0.53334, 0.53334]"
Ses01F_impro03_M019.wav,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much. I don't know.,neu,I'M A BIG FAN OF THE WHEEL OF FORTUNE QUARTERS  BUT IT JUST COSTS SO MUCH  I DON'T KNOW .,"I'm a big fan of the Wheel of Fortune Quarter, but it costs so much.","[3.0, 3.0, 2.3333]","[0.6, 0.6, 0.46665999999999996]"
Ses01F_impro03_M020.wav,"But the pennies always get you because you end up spending like, you know, fifty bucks.",neu,BUT THE PENNIES ALWAYS GET YOU BECAUSE YOU END UP SPENDING LIKE YOU KNOW . FIFTY BUCKS .,But the pennies always get you because you end up spending like 50 bucks.,"[3.3333, 3.0, 2.6667]","[0.66666, 0.6, 0.53334]"
Ses01F_impro03_M021.wav,"like, wait, but it's just pennies. You're like, wait a minute I'm on to you.",neu,LIKE WAIT BUT IT'S JUST PENNIES YOU'RE LIKE WAIT A MINUTE I'M ON TO YOU .,"Wait, but it's just pennies.","[3.0, 3.3333, 2.6667]","[0.6, 0.66666, 0.53334]"
Ses01F_impro03_M022.wav,Awesome.,hap,AWESOME .,Great.,"[4.0, 3.3333, 2.6667]","[0.8, 0.66666, 0.53334]"
Ses01F_impro03_M023.wav,[LAUGHTER] Cat babies.,hap,{LG} CAT BABIES .,[LAUGHING] Cat babies.,"[4.6667, 4.3333, 3.6667]","[0.93334, 0.8666600000000001, 0.73334]"
Ses01F_impro03_M024.wav,That's fair enough.,neu,THAT'S FAIR ENOUGH .,That's fair enough.,"[3.6667, 2.6667, 2.3333]","[0.73334, 0.53334, 0.46665999999999996]"
Ses01F_impro04_F000.wav,"Uh, what? Craig's List? Oh the internet thing?",neu,UH WHAT . CRAIG'S LIST OH THE INTERNET THING .,"Craig's list, the Internet thing?","[3.0, 3.0, 3.0]","[0.6, 0.6, 0.6]"
Ses01F_impro04_F001.wav,I don't know. Isn't that-- that's all like escort services and things like that.,neu,I DON'T KNOW ISN'T THAT THAT'S ALL LIKE  ESCORT SERVICES AND THINGS LIKE THAT .,"I don't know, isn't that... that's all like escort services and things like that.","[2.5, 2.5, 3.0]","[0.5, 0.5, 0.6]"
Ses01F_impro04_F005.wav,He just...,neu,HE JUST .,He just...,"[3.0, 2.0, 2.5]","[0.6, 0.4, 0.5]"
Ses01F_impro04_F006.wav,you know what? I heard about that job. I applied for that.,neu,YOU KNOW WHAT I HEARD ABOUT THAT JOB I APPLIED FOR THAT .,I heard about the job and applied for it.,"[3.0, 3.5, 3.5]","[0.6, 0.7, 0.7]"
Ses01F_impro04_F009.wav,Yeah.,neu,YEAH .,Yes.,"[2.5, 2.5, 2.5]","[0.5, 0.5, 0.5]"
Ses01F_impro04_F013.wav,I just- I mean I call people up and I tell them what I'm good at.,neu,I JUST I MEAN I CALL PEOPLE UP AND I TELL THEM WHAT I'M GOOD AT .,"I mean, I'll call people and tell them what I'm good at.","[3.0, 3.5, 3.5]","[0.6, 0.7, 0.7]"
Ses01F_impro04_F014.wav,Yeah.,neu,YEAH .,Yes.,"[2.5, 3.0, 2.5]","[0.5, 0.6, 0.5]"
Ses01F_impro04_F028.wav,I'm not frustrated.,ang,I'M NOT FRUSTRATED .,I'm not frustrated.,"[2.0, 3.5, 3.5]","[0.4, 0.7, 0.7]"
Ses01F_impro04_F029.wav,Who do you think you are?,ang,WHO DO YOU THINK YOU ARE .,Who do you think you are?,"[1.5, 4.0, 4.0]","[0.3, 0.8, 0.8]"
Ses01F_impro04_F030.wav,You are so high and mighty. I just--,ang,YOU ARE SO HIGH AND MIGHTY I JUST .,You're so high and powerful.,"[1.5, 3.5, 4.0]","[0.3, 0.7, 0.8]"
Ses01F_impro04_F031.wav,Oh. I'm saving the environment. I'm riding this car because I- I want to.,ang,OH I'M SAVING THE ENVIRONMENT I'M RIDING THIS CAR BECAUSE I I WANT TO .,I'm going by car because I want to.,"[1.5, 3.0, 3.5]","[0.3, 0.6, 0.7]"
Ses01F_impro04_F032.wav,"The bus, I'm riding the bus because I want to.",ang,THE BUS I'M RIDING THE BUS BECAUSE I  WANT TO .,"The bus, I'm driving the bus because I want to.","[2.0, 3.5, 3.5]","[0.4, 0.7, 0.7]"
Ses01F_impro04_F033.wav,I can not-- you are not here by choice. Nobody would ride this bus by choice.,ang,I CAN NOT YOU ARE NOT HERE BY CHOICE  NOBODY WOULD RIDE THIS BUS BY CHOICE .,"I can't... you're not here voluntarily, no one would ride this bus of their own choice.","[1.5, 3.5, 4.5]","[0.3, 0.7, 0.9]"
Ses01F_impro04_M000.wav,"Have you tried, uh, Craig's List?",neu,HAVE YOU TRIED UH CRAIG'S LIST .,Have you ever tried Craig's list?,"[3.0, 2.5, 2.5]","[0.6, 0.5, 0.5]"
Ses01F_impro04_M001.wav,Yeah.,neu,YEAH .,"Yeah, all right.","[3.0, 2.5, 2.0]","[0.6, 0.5, 0.4]"
Ses01F_impro04_M002.wav,No. There's regular jobs on there.,neu,NO THERE'S REGULAR JOBS ON THERE .,"No, there are regular jobs there.","[3.0, 2.5, 3.0]","[0.6, 0.5, 0.6]"
Ses01F_impro04_M003.wav,Uh huh.,neu,UH HUH .,Ahem.,"[3.0, 2.5, 2.5]","[0.6, 0.5, 0.5]"
Ses01F_impro04_M004.wav,I'm just saying I have a friend that got a good job on it so I was just recommending it.,neu,I'M JUST SAYING I HAVE A FRIEND THAT GOT A GOOD JOB ON IT SO I WAS JUST RECOMMENDING IT .,"I'm just saying that I have a friend who has a good job, so I just recommended him.","[3.0, 3.0, 3.0]","[0.6, 0.6, 0.6]"
Ses01F_impro04_M005.wav,He's like a manager for a theatre.,neu,HE'S LIKE A MANAGER FOR A THEATRE .,He's like a manager for a theater.,"[3.0, 3.0, 3.0]","[0.6, 0.6, 0.6]"
Ses01F_impro04_M006.wav,He's like a house manager. Yeah. It's a good job.,neu,HE'S LIKE A HOUSE MANAGER YEAH IT'S A GOOD JOB .,He's like a house manager.,"[3.0, 3.5, 2.5]","[0.6, 0.7, 0.5]"
Ses01F_impro04_M007.wav,You did?,neu,YOU DID .,Really?,"[3.5, 3.0, 2.5]","[0.7, 0.6, 0.5]"
Ses01F_impro04_M008.wav,Yeah.,neu,YEAH .,Yes.,"[3.0, 3.0, 2.5]","[0.6, 0.6, 0.5]"
Ses01F_impro04_M009.wav,You've been looking for a job for a long time; that was a long time ago. Right?,neu,YOU'VE BEEN LOOKING FOR A JOB FOR A LONG TIME THAT WAS A LONG TIME AGO RIGHT .,You've been looking for a job a long time ago.,"[3.0, 3.0, 3.0]","[0.6, 0.6, 0.6]"
Ses01F_impro04_M010.wav,Hmm.,neu,HMM .,What's wrong with you?,"[3.0, 2.5, 2.0]","[0.6, 0.5, 0.4]"
Ses01F_impro04_M011.wav,I don't know. He had a really good resume I guess and--,neu,I DON'T KNOW HE HAD A  REALLY GOOD RESUME I GUESS AND .,"I don't know, he had a very good resume, I guess, and...","[3.0, 3.0, 2.5]","[0.6, 0.6, 0.5]"
Ses01F_impro04_M012.wav,Yeah. Do you have a resume?,neu,YEAH DO YOU  HAVE A RESUME .,Do you have a resume?,"[3.0, 3.0, 2.5]","[0.6, 0.6, 0.5]"
Ses01F_impro04_M013.wav,It's kind of helpful when getting a job.,neu,IT'S KIND OF HELPFUL WHEN GETTING A JOB .,It's kind of helpful when you get a job.,"[3.0, 2.0, 3.0]","[0.6, 0.4, 0.6]"
Ses01F_impro04_M014.wav,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,neu,WELL MAYBE WE SHOULD SIT DOWN SOME TIME . AND YOU CAN JUST TELL ME ALL THE STUFF THAT YOU HAVE DONE . AND I'LL WRITE IT OUT .,"Well, maybe we should sit down and you can tell me everything you've done, and I'll write it out.","[3.5, 3.5, 3.5]","[0.7, 0.7, 0.7]"
Ses01F_impro04_M015.wav,"No. You can- or you can just bring it in person. But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",neu,NO YOU CAN OR YOU CAN JUST BRING IT IN PERSON . BUT THEY NEED GENERALLY SOMETHING TO SEE YOU KNOW WHAT KIND OF WHAT THAT YOU'VE DONE WHAT KIND OF .,"No, you can do it or you can only bring it personally, but they generally need something to see what you've done, what kind of...","[2.5, 3.5, 3.0]","[0.5, 0.7, 0.6]"
Ses01F_impro04_M016.wav,"Yeah. But the piece of paper helps, too.",neu,YEAH BUT THE PIECE OF PAPER HELPS TOO .,But the paper helps too.,"[3.0, 2.5, 2.5]","[0.6, 0.5, 0.5]"
Ses01F_impro04_M017.wav,"No. But it has an outline, you know.",neu,NO BUT IT HAS AN OUTLINE YOU KNOW .,"No, but it has an outline.","[3.0, 3.5, 3.0]","[0.6, 0.7, 0.6]"
Ses01F_impro04_M018.wav,"I know. Okay. Well, um. Maybe--",neu,I KNOW . OKAY . WELL UM  MAYBE .,"I know, maybe...","[3.0, 3.5, 3.0]","[0.6, 0.7, 0.6]"
Ses01F_impro04_M019.wav,Yeah.,neu,YEAH .,Yes.,"[3.0, 2.5, 2.5]","[0.6, 0.5, 0.5]"
Ses01F_impro04_M020.wav,"Okay, yeah. I would imagine.",neu,OKAY YEAH I WOULD IMAGINE .,"Okay, yeah, I'd imagine.","[3.0, 2.5, 2.5]","[0.6, 0.5, 0.5]"
Ses01F_impro04_M021.wav,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neu,WELL SOMETIMES YOU HAVE TO DO THINGS THAT YOU DON'T NECESSARILY LIKE . TO DO TO HAVE A JOB  BUT THE JOB AFFORDS YOU . MONEY . YOU WON'T HAVE TO BE TAKING THE BUS RIGHT NOW .,Sometimes you have to do things that you don't necessarily like to do to have a job.,"[3.5, 3.5, 3.0]","[0.7, 0.7, 0.6]"
Ses01F_impro04_M022.wav,maybe get a car.,neu,MAYBE GET A CAR .,Maybe get a car.,"[3.0, 2.5, 2.5]","[0.6, 0.5, 0.5]"
Ses01F_impro04_M023.wav,"I just, you know, think you should try a little harder maybe.",neu,I . JUST  YOU KNOW  THINK YOU SHOULD  TRY A LITTLE HARDER MAYBE .,I just think you should try a little harder.,"[2.5, 2.5, 2.0]","[0.5, 0.5, 0.4]"
Ses01F_impro04_M024.wav,I didn't say that.,neu,I DIDN'T SAY THAT .,I didn't say that.,"[3.0, 2.5, 3.0]","[0.6, 0.5, 0.6]"
Ses01F_impro04_M025.wav,"I am riding the bus, but by choice.",neu,I AM RIDING THE BUS  BUT BY CHOICE .,"I'm driving the bus, but I'm willing.","[3.0, 3.5, 3.5]","[0.6, 0.7, 0.7]"
Ses01F_impro04_M026.wav,"To save the environment, carpool.",neu,TO SAVE THE ENVIRONMENT CARPOOL .,"To save the environment, pool.","[3.5, 3.0, 3.0]","[0.7, 0.6, 0.6]"
Ses01F_impro04_M027.wav,Yes. One less car at a time.,neu,YES  ONE LESS CAR AT A TIME .,"Yeah, one thing at a time.","[3.5, 3.5, 3.5]","[0.7, 0.7, 0.7]"
Ses01F_impro04_M028.wav,Mmhmm.,neu,MMHMM .,I told you.,"[3.0, 2.5, 2.0]","[0.6, 0.5, 0.4]"
Ses01F_impro04_M031.wav,I don't think I'm anyone.,neu,I DON'T THINK I'M ANYONE .,I don't think I'm anyone.,"[3.0, 2.5, 2.5]","[0.6, 0.5, 0.5]"
Ses01F_impro04_M032.wav,I- I-I didn't-- okay.,neu,I I  I . DIDN'T . OKAY .,I... I didn't... okay.,"[2.5, 2.0, 1.5]","[0.5, 0.4, 0.3]"
Ses01F_impro05_F008.wav,Flight seven fourteen.,ang,FLIGHT SEVEN FOURTEEN .,"Flight 7, 14.","[2.5, 2.5, 3.5]","[0.5, 0.5, 0.7]"
Ses01F_impro05_F009.wav,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",ang,AM I GOING TO BE GETTING LIKE FREE TICKETS FREE MILEAGE  WHEN CAN I EXPECT MY BAG HERE .,"I get free tickets, free kilometers. When can I wait for my bag here?","[2.5, 2.5, 3.5]","[0.5, 0.5, 0.7]"
Ses01F_impro05_F011.wav,Is this a joke?,ang,IS THIS A JOKE .,Is this a joke?,"[2.0, 4.5, 3.5]","[0.4, 0.9, 0.7]"
